address,balance,share
0xf4447fe9f1f114d06920098f4973e2c41a5f8f2b,6e+19,0
0xe1dbe40fdef50dbbbb51224c28dffd9a98e10afe,6e+19,0
0xb6a6b1344d8a6ceb64ac95d77a39d7f3788ba1e7,6e+19,0
0x44a80be0b61269879c8d85a515ddec9192b86e8e,6e+19,0
0xf07b8caf52d050a2f2a09312b92b0ddc434ac6fb,6e+19,0
0x9a46e0291998fedcf9c03e1622198dedfea4447e,6e+19,0
0x0338f711be322d1c5bc73eefd2e43bd5a29fe162,6e+19,0
0xc5caa605468e7627c533bf969f0fd16872199c7a,6e+19,0
0x8e5a2c88074bd747c5bdd4b0c0574333cedf59c0,6e+19,0
0xee178f7fddb4aec780b8592dc353b8b5b1a6ef51,6e+19,0
0xbe857c5fcd9d4addb3e8213121787a723c7ef3ba,6e+19,0
0x4b50d461fcac7d1f0160f806e049c08eb79ced7e,6e+19,0
0x630864b880141e4d7779a3a48e1e5209eeeedc32,6e+19,0
0x711b4dd6bbab7a6308a845e8bf77c13c3051f2f3,6e+19,0
0x2555f9822afd2c7d7b3bdb872b3970ffab2dae83,6e+19,0
0xfab7e4b7024ce692dab2cb16ff015b5659dd5e4f,6e+19,0
0x8f183467b06c7706f2be0f7c24d10be4dcbe768d,6e+19,0
0xc916a4f6c4c970b9cd068386011e445638575ced,6e+19,0
0xb873aa08d3b9fc61653c6a463c14177c882a35fc,6e+19,0
0x996b269e13643fef69ee91b32ca31d5b30442051,6e+19,0
0xf1f6666b5ae624df66112a3099f736ddcce32cf6,6e+19,0
0x3dbdcad54ca6065f222cd5973acd8961b17cb1c3,6e+19,0
0x00c1a8445cc356f35fc4fc33f646749d6f84198f,6e+19,0
0x9e37fcc05195d1558de989a90bd0136ea70fa16d,6e+19,0
0x34a747486dc474dd7b3ee933d560b69b162aefba,6e+19,0
0xf3601166e91c5c2320ad05a7401fcbf46c7db272,6e+19,0
0xc1b26401c4d8caac1141a259b40d81be97884fb4,6e+19,0
0xc8004d3d34795e1cebbfd70a92c1c415328c8db6,6e+19,0
0x63c6c8ec631139b87cebeb600466b1dadabd7a96,6e+19,0
0x81b9c0288afc2d8d99c3376c035e4ae59838a2c3,6e+19,0
0xa64062cba59709999663cb2d27bc1888615709df,6e+19,0
0x354dc53c4f6e2d1b773883835a75ec642bb81af1,6e+19,0
0xd216e5321e2e3c11cbd785f4b559fc4691f95dd8,6e+19,0
0x2e4aa62087116da93b70c289fede25545aa64cc4,6e+19,0
0x025ed6c442100f1b69c0142d4b88f6f67437888a,6e+19,0
0x98adf5cccc4b95b402d198c4153f84df4a274a51,6e+19,0
0x86137b4ee4af2a1cb14ad45f302dcd24a70ded3b,6e+19,0
0x26afee960126ac917268ab214bf8518d2bb07a36,6e+19,0
0x66710ff44a2d8d7d33c22914c7992fa91295757c,6e+19,0
0xb751efdcfc73ea3aec1b937d35ef8d7ce3ebc92d,6e+19,0
0x4d08d9cad2d4a3c94a2f5ed6d2101ed4e0949b1d,6e+19,0
0xd0a968e5a76cf6d7618159ff2ce26dd84584c192,6e+19,0
0x01194d1d8e3707f75f1be546a22398cf85fb2c3c,6e+19,0
0x5531e3d3fd5b0c2f4b8b60268c7ae571250f0261,6e+19,0
0xdced398b0f37bd75d394b660581218aa285d4a39,6e+19,0
0x2b20e8e636edddbdc2ffed1c77c9ae34dfe17067,6e+19,0
0x9592be4341b67d49416a043c480396e84c705efb,6e+19,0
0xd219cac3f10da55de9517bfe5b96bdc0179b7837,6e+19,0
0xbcd1f6b8532d08162001123c32cb34970c3da3e4,6e+19,0
0x6c3f5fe13ded4eabe7a5bbf54ae8ca731d5850fc,6e+19,0
0x90c0cedcf8db86a4ad761a637235134c68940b6f,6e+19,0
0x6f41df061aaa2558b1c2ab507c6ebb578b3d1d26,6e+19,0
0xbcc50a014f3073174dab296d98258041492dd726,6e+19,0
0x8c0105d719a007f8977f654a03ad70706cb83599,6e+19,0
0x84a529b698c0c30868b9e2ff92663b38346213ea,6e+19,0
0x60cda2d7ad4a6f67964457e9cb3966900dad22d8,6e+19,0
0xf5da98dca73317ae8c98be615dbdb788db56973b,6e+19,0
0x3dab677b3ebe851a80d7229fb0c48cf988b9e015,6e+19,0
0x0662f79d986f8b38977d8612a20d313ed489dfaf,6e+19,0
0x820178bca979e5d17085261160227ecabcd95a38,6e+19,0
0x37402ed52f75846173b1d7eb1794cb5aba103fee,6e+19,0
0x423ecc946dd8a076aa1de58c7edcc8c3e4ee99d3,6e+19,0
0xa14c31d1f214250bb6ad0b99ab6816d6cd2d8345,6e+19,0
0x5b6208756fa62add263a70762dfe3ce066fd9122,6e+19,0
0xb34d20e0a2aeb72f63e368d35fdab4970b1b9a8f,6e+19,0
0x11d6f55ea506110327a93496ec9735e07ff0bbfb,6e+19,0
0xf49aaa7414218f056345f5bcfc7b909bbdb9ec34,6e+19,0
0xa7cd249c416dcaaf7d3a6c3dc31dfc17e57e301a,6e+19,0
0x7f3e6621a9cb75f9a45f747f400c5a6d7587396b,6e+19,0
0xd8023580e4e0831f5a7927df9d0a2b7df0a1cbf3,6e+19,0
0xed0a90427b8147e71ca9a706ebc87d46bbc46ca6,6e+19,0
0x399a7b8413956c33012eb4bf2e9967b56a2100de,6e+19,0
0x909730b8683535f9394ebefd6bd8e3fcaaa08f7a,6e+19,0
0x2e43cf08961c773ac15c6b0d502b04cbf2def7ed,6e+19,0
0xde3b756badef3c6306ddf6d45ddf671e7a83418d,6e+19,0
0x49b4cc2e3f25ca2150d8097d10578d20dc0ad016,6e+19,0
0xc533c9b6b1fc0544a0543a632dd4557042b3041c,6e+19,0
0x9a3712d50c0010292a30683e4dac08543cfbf1d4,6e+19,0
0xec8fc0cb69ac4b3180acfa7719cf97358a6b0cf4,6e+19,0
0x0e256250b348c085dbd06cea97a6c62cec216d68,6e+19,0
0xd8813d3a53a77f756fbe8aa853fa7347f5b71468,6e+19,0
0xd9fd0eb9076f8e7bde07dedd9a064a95fd23edac,6e+19,0
0x8ee348285202a6475c2be746d1b3e2700b6c9eb3,6e+19,0
0xa6fe7b45159743535a7ee1b254a804e7424873fc,6e+19,0
0x52e50488fce8d3d0d177690d95cfee6744b3daa4,6e+19,0
0x419768d6ee06190f16085fbe028578b6b3dfa82a,6e+19,0
0xff9b441c9eefbb1eeda86e634ac7e2145a73701d,6e+19,0
0xbd71212f7d3fc6f4add8a8c8d9f96c7913e42b48,6e+19,0
0xbd8e6176c11db54236dc2f6b1044f3f903db1e21,6e+19,0
0x89bb9434490b8272500eec20f03410fdf7fe8106,6e+19,0
0x7b27aeb3e86c60e756b52ea6d1f1c57ef1dbb921,6e+19,0
0x17cbf105bc60fb24bec5039bb9ad4be699ad3e59,6e+19,0
0x6581e47d42d47595fa86c9ff31de2065e4a8dd96,6e+19,0
0x508a33c53c8af8d1a9d8a3ff83e4e5e5a45e8375,6e+19,0
0xabb56e057688130c97e0715f836ded19822c8346,6e+19,0
0x2d476dff59ae8aa6af5dd42589cc9d63e754beda,6e+19,0
0x48127733ad3d57caff6f01b235f5ba7bc3d3de9d,6e+19,0
0xf515db7db8092f4c58da8e4b7dd4c529f640e93c,6e+19,0
0x2522f766855ea4be3e895d7c8c6a8d8340c16bc9,6e+19,0
0x2e7bb19f2aadba483d98fd0f39a529427520e7ff,6e+19,0
0xcbb9d17aa051828d02706da098e8d934e7736cc9,6e+19,0
0x17208a812e8c0232b005e2c3442934262b60d152,6e+19,0
0xefdaed09d08517935330f2f93f0d16ea0ed7def0,6e+19,0
0xb405dc948dfbca88edb35bf4ed4979e8bdd12257,6e+19,0
0xe13aff667ebec66712d4c0a0880faf0a98e4b343,6e+19,0
0x17479c22a71e82b265350fb978cbca1449772447,6e+19,0
0x14279fb346dc8e90bff74fed3c86909eca488651,6e+19,0
0xca3840eb321191fad50e7647742cf6b62ce5594c,6e+19,0
0x5dd0f0581d1189c7c5536c06ac25f63f83aa3e71,6e+19,0
0x2e01f598ad6d5beaeec2c967eb04ffb54a456497,6e+19,0
0x07fc3dc58ff63cd5f9f9b0ecb71d2a86ab0cbd4f,6e+19,0
0x458caefe59f0904dddcee500a5eefa455325cdd6,6e+19,0
0x9a25a99bc3f8bb37d2e1dd1775d0d041c43e51fe,6e+19,0
0x570692a44d7cb241e101fe4b62959d49bc8f796c,6e+19,0
0x04fb88f3708db564efa65415d843c0d82f0a447d,6e+19,0
0x6e6b3f28f5de64b48a30f32e8f1069156d658a96,6e+19,0
0x3b679c1e766458528084d6855682aa638b715cc5,6e+19,0
0x435cb60125749ac98cacb2cbdf24988a6a8e544f,6e+19,0
0xa3281a2c572f0b1b49b463a196f27a8e119cbfd3,6e+19,0
0xf0c2cd060d9f1c2e3c4d00ecad91272194e7dbca,6e+19,0
0x7183d044a57c7f1831b95414090de018e91dac36,6e+19,0
0xd229e0bd7d02587b040a1257af562e7c0c4d3a06,6e+19,0
0x3e207b4ca487af1636e6249fdf1d5f77f74baf24,6e+19,0
0xae0f67dcbbdfe95954ed0e0879474222e10eaee9,6e+19,0
0x7e9f0fa6cc9cd6a822e4dfb5032a40a9a38e15e3,6e+19,0
0x92249c044b12cfdc963ef31d3153903eaa89a4c3,6e+19,0
0xceba71e3134dac8b8377e958b391921457ce2d4d,6e+19,0
0x9c47d1b50329d1d4e6dae38e09f51b9c7eb45cec,6e+19,0
0x91f953712dd8441cc905851930851a248cd12a8b,6e+19,0
0x7e0b6d55fc7978b1c7d3c5cf9e78aa5862815416,6e+19,0
0x67e990e7bc174af6aa26cde7410e416205c0e6a6,6e+19,0
0xf8ca2f09c83f63c769b0c51020c9ad95ab9b7195,6e+19,0
0x0e15a4f2137cd11ee5559c04eb10b631558167a2,6e+19,0
0xd27c32334d3819592ba2384ff742bbd43b409dbb,6e+19,0
0x97a7d6988cd2c774ff1ecec1d9bb290ad098b934,6e+19,0
0x12aa4332d57d5c2e64060b32c4dee0f662119fde,6e+19,0
0x37a7ac49d8e5e04b0f8ecae0fa3926baa9e931fd,6e+19,0
0x76584ef443bddc270ed7fc220bd47e2972d573b5,6e+19,0
0x13dbb56001c58a659906f3f75707263f141277cf,6e+19,0
0x1db4a029e808d98f75e234b6b268053a80d55d00,6e+19,0
0x67cb0c5932901ed10390452088d804f85db14717,6e+19,0
0x63209a3a69df2fc5dff7d73257a52773b312152b,6e+19,0
0xfcb814f6a695ead30cb4cb3afe7fbd972746c991,6e+19,0
0x007daf7f3f39aad985115f0b5e435a366672a85b,6e+19,0
0xcdb05c79397d772c9745537b5126ff74d938b09f,6e+19,0
0x23353e3540d71bb98a1605c53b1bb6795784174f,6e+19,0
0xeb5afe0bc4a411ffe2047dbd049720c22b3b7104,6e+19,0
0x3e5e3ea6151cdfdcec2eb25965ba91ea890fe985,6e+19,0
0xa065e59eda2ff4406edbc76bd4f7e7bd56871085,6e+19,0
0x898c1499223740ad4bd467cbaa495a5fc0f5903c,6e+19,0
0x64ed3a059c36693b704eb8ee9e12c51522bb1698,6e+19,0
0x9931c88411278f3412314721188ccef3b5934a14,6e+19,0
0xaa8415438f674704c99259172b70212f8ff8d543,6e+19,0
0x95ba8066c677f86036ada3011de155a2541e7634,6e+19,0
0x60219843e92ae2fe28bbb3f0ba053631ee2ffdfd,6e+19,0
0x01893675017e5f0abf10991be6b15193d44d0bd1,6e+19,0
0xbb055f2a14ea302096829d344039fa425a7d5314,6e+19,0
0x01fb31aca82b75bc8fd35e75d09bde2f74567967,6e+19,0
0x7ec3bf326e83cd181b8013a0b4d6c070afb086df,6e+19,0
0x10c1b5055befb5df13a292283f24f44bb452ed1f,6e+19,0
0x524844d5ff19696ed36cdc6100917eca4a6c52d6,6e+19,0
0x6ebed5f4c57fa2c8c573ed9a4484f2539c6c4f23,6e+19,0
0x02301746cf173e6e32e14ad599797d70fe5f2917,6e+19,0
0x11aedac745cb8ce63158b2fb0025f40d16592964,6e+19,0
0x58f7ef33cb59ac89c85ce0df254704b9801a46e0,6e+19,0
0x3b968afcf99304a114f1a8c8ca2233754070bf6a,6e+19,0
0xcf032bc3879e3f053717ffd9c2a0ae587554d96a,6e+19,0
0xea1bb80c094b1c53eab8be8bc2ebc6c6f43c1c7c,6e+19,0
0x5a6d724866be4106a855b91ac75ad243d1be605d,6e+19,0
0x7a31db820933c2a6352458b140a6944aea7af333,6e+19,0
0x003b52ae5bbf0f096b63c8809f205e11c4fab2c9,6e+19,0
0x7bed4eab46c3fd6b7e03c0f13fc86f94715cc9c9,6e+19,0
0xf0b49683c4f2c7d6db2d49d6d3f5d5bf64ae6aa7,6e+19,0
0xfc288611236c05dd7e451ceee730283d8dc29631,6e+19,0
0xa496f2f446260a539569f41c263239db0e031b0c,6e+19,0
0x0c3c232eb0cc5a7d5a7b1b9bb918f07265bc85db,6e+19,0
0xd09ac8888288fb39b64a60ddcea0e90e16b44be9,6e+19,0
0x8a0059a14e246d920b55c5eaf95d7485b5baa33f,6e+19,0
0x71a92fc9d7142e14ffb2f14c39a3ba0450c19a2f,6e+19,0
0xcb7d972b4ce57cd0a79fbbb31754d8b723dca678,6e+19,0
0xb8052c79ae56dc55a7a5ddf255d22ac1a97f78f5,6e+19,0
0xf8bb9c981f5a0b11faf7a55a30186b418fe9ea9c,6e+19,0
0x4fffafe3e560aa7314452234d2e636ddbaff1f92,6e+19,0
0xb4e1512088b68bf3fa041fe2fe0c6d356be60199,6e+19,0
0xc5183bde884647a57cd1eeb81064b5214ebbd918,6e+19,0
0x07e263f4a1359aa94cf7a972392beddf82853929,6e+19,0
0xb429e8c8184072dc68a2ad21194425d232f86832,6e+19,0
0x9e0706d149ebf9a761a6691069531fec71f1a233,6e+19,0
0xe158171bf75dc7db68197bb4d5a716ce6b5402eb,6e+19,0
0x38d49c49d3f8ef402f59b65b098a2f62ecb1649f,6e+19,0
0x28170daf673a0e3c2cbc7e5169e9149272ee2b61,6e+19,0
0x0d1d965ac5b78d36ce0c490af9d2514d7107d0bb,6e+19,0
0x46d9f151581669c8f86e8dc121c65147bd8917b8,6e+19,0
0xb1811c6ca69a79e36e4b3a5bc88d96a0bb8608d5,6e+19,0
0x87193e00ac6f17344ebafbb8d878d8e3ec3b7750,6e+19,0
0x5d375e152c3bdb61b26dfd8e2ba91e23a74897f7,6e+19,0
0x78a539c71ff387af68069e3cb79273cd6afdd3ca,6e+19,0
0xf2c5ef71e9f29c20b35257cb0bf683174a3b444a,6e+19,0
0x360428ad4f303ceb2a63db7181ccfece0f47047a,6e+19,0
0xa22657179c44c47f29366df3cb24d560ea02a3ac,6e+19,0
0x209d2e1ca136129cf393e4ad6f976bc881e6c9b4,6e+19,0
0x896fef43001e71cbe1a18189b29c7d5002708c8b,6e+19,0
0x661f220a661b97a04339565628a373d350016672,6e+19,0
0xd6d9b67130accc3f50ef9c9e50a549b4032fcb3e,6e+19,0
0x752703efcec5d98694292e2d00e9c0f8564b0339,6e+19,0
0x10cb75f71d557d20a4c2c35f51fd3f6bed5ac13e,6e+19,0
0xe49f7d3c73c1d84f72cc2457f868f6aa3016a870,6e+19,0
0x7ee44580a7e666ab708102c075c5d043b777bbd7,6e+19,0
0xce861af23a948fe872695b350f582ecdd6813054,6e+19,0
0x3acaa1f4ff5de759f0ba964371e63e6f40dde047,6e+19,0
0xa8b13539810b1cc2ec41bc8ac66814781da076ea,6e+19,0
0x5a94ca10d46d9d76018f6406db717440193f8ef6,6e+19,0
0x144a64f77f3bcb016e6dcb30f4fb55a530443571,6e+19,0
0xf743d47b36acea47faead4f57cedcf99dc49de7f,6e+19,0
0x927b32fc52674fe30ef292859faaf377d5de26b6,6e+19,0
0x00f7b756fda6c6f269ce928630bb227b03e9397b,6e+19,0
0xc17bc102e6b0b0e5db6a7fc237b83a9227c0be0d,6e+19,0
0xdcfdb58641b03ddae6fbf8ee2e839966805fdfdd,6e+19,0
0xc41c41f201ca69d722a9084e22bd8395ad91c42b,6e+19,0
0xff212a04b2c03c6bf2e90b9c77ea7c027bfa60ea,6e+19,0
0xcd9f3eb7ede0c009a768fd048002485489dbf291,6e+19,0
0x129d98e1eecf97335016459c1ef47ce0a6eeeaf9,6e+19,0
0xda2704381c6f38d405fb8156f1839a5420e5eedb,6e+19,0
0x9ffd15e9f76dd0d5b361aa31e7cf92d434fd5f70,6e+19,0
0x25cb9c68741113c63bbc23cab03bec705336a3d8,6e+19,0
0xd66837c0c481cb47ea963e8eff1b2569739a5a03,6e+19,0
0x66a441e2e114038a53b3922d26cda16eef19e162,6e+19,0
0xbdaad633ff80c3bd84491e8e18800509e596aeaa,6e+19,0
0x3694e6e4362605bcfb3b8f8f3bdfdd1c63bf6193,6e+19,0
0x6eb900297fcbe65d0c8c90d31bb874fb206b31a0,6e+19,0
0x43f480272b3f08aa97c2a50a971d0638c1e52919,6e+19,0
0x3fad03e5da262a30e9e7cde4517b51026b0860c1,6e+19,0
0xd78883dde3ae09f7d863b84db12338db033c941e,6e+19,0
0x8780a505c00085b03238fae5d4067aad55ce44c9,6e+19,0
0xfb41602d7e59b838f02a9cab650f335116ea6a05,6e+19,0
0x9c4b5149f94c111f07ae8c077f1639f13cc208fb,6e+19,0
0x1b0dcd4cb634135667fc157b32b131be9568d992,6e+19,0
0xcaba104317903512035fe02ffd7dce5b890e210d,6e+19,0
0xc71453ad36d9eac500d3acd0a51a9c207239ba17,6e+19,0
0x0c56b0131f9ef2f01678a800c9b7319b853a8a8f,6e+19,0
0x8d57cd8bd60cfca54e6dbec3b5f569aa15452060,6e+19,0
0xf649172939560b5a1dfa6c3ec976b5343c1ddc99,6e+19,0
0x5b2555cbe51b020df09b974c01db95e0e9a48848,6e+19,0
0x12ae0671c75faac3898e856022646da708203bd2,6e+19,0
0x0f0135d34fa54e1d1a0bb548861e177af5a184c7,6e+19,0
0xc7ced19460e82b9523c2f37e0c90bef37ba9150e,6e+19,0
0xd423ff1f49b2bb981d64928e1f4c880af3d89b6d,6e+19,0
0x6fe21d12464b66aa0aa6df15c7dd0402779512c7,6e+19,0
0xbfc20523bd4089e2d0f434affaaa4cb792110927,6e+19,0
0x4ac52d4a1320a0f1be050baa1e6afd7f5b670093,6e+19,0
0x2670c32e28391d5f2165668330f9c4913611483a,6e+19,0
0x4b97bde2d5dfdd87f035c797b33aa16c98ea2473,6e+19,0
0x682949267fd9192ef4cd0e437cb303b848018e90,6e+19,0
0x3f6460952e699ae4affb479d810e2e48313e32ba,6e+19,0
0xc9587f9643339b71d080443013126c5eb080f147,6e+19,0
0x502014636c33b550e0e4293f3520fd20247069b9,6e+19,0
0x7cf4c53f026c81cee17598faba28b56af1eca77b,6e+19,0
0x3dd7a7710bfd4fd37d830c950f66cc4361696f45,6e+19,0
0xc7310aa0a82089f14baac479e39d054fb4b89c16,6e+19,0
0x3ff303d57b694f62df18a653d9243e0e939b9bc7,6e+19,0
0x103e78f54e936b2b4f2d3a508e4d6f223d0caac6,6e+19,0
0xd195e1135786d611ced7171cb2d24167fa1b286d,6e+19,0
0x5a6c2538569a6d986d131e3935dc9b83ccdc7457,6e+19,0
0x6f6d701a5277aa4e7fff5430d2f53b4a491e0eeb,6e+19,0
0xae9b56a0b4fd1ad37fad0808e4595cfa58ecd5f1,6e+19,0
0x6ed15b8bd20b9f31e869f7b684bc4918a3aa0d34,6e+19,0
0x71fedf38b81c8dbbaa261915d4001cd85e88a7e2,6e+19,0
0x8a20e199e2f442d10b4240158b4c11133cfa53e8,6e+19,0
0x87481db274c72e353eff90774f5a7e99adf8311a,6e+19,0
0x43dd300448b4a0f090081c7dc054f8a48bc7cf9f,6e+19,0
0x90d0fb89dc83fa48329f20a759a94be94482625c,6e+19,0
0xd517b5baf4c6a9f0a89062787ce3f39b7cc508b2,6e+19,0
0xe8c489bab5db34b750e3fae1c3deaea885b1c61f,6e+19,0
0x5e1ff2d4983cffefa22d5478ad7f1b75b2e465a6,6e+19,0
0xd8919b3c45e6e0bbf3fde10ac5fa3fda6df68d3e,6e+19,0
0x5b9ed0f2caf676ae86c2561ab3e698f3622e8205,6e+19,0
0x8e8c1f9f612d729f1f25a4c302a816562ec07ed2,6e+19,0
0x59c772a362a623a1be76ad19b74710dfb3f1512e,6e+19,0
0xca437ae042095962a7994fea5d027139d42c143e,6e+19,0
0x4f31b1a4f3fb2549a1bd375197c1c5560b401fb9,6e+19,0
0x75629fafd8dab21162ab3a48fb43b1877cf9f986,6e+19,0
0xb1bf83cfd6320b304c8faa05214ddcce09593bbd,6e+19,0
0x28b02932a0e7db7543d5b01a8ddc52ce723cca5b,6e+19,0
0xe59ac0105311403c4f8705e45c1f16629ec6d827,6e+19,0
0x8bb362831afe546b6b00f5cbe799655d7118e0a3,6e+19,0
0xf354333a0d2a2b2e54e0fbd28dced89b621e1945,6e+19,0
0xffae074134076b234845086479cabcadf2161f2a,6e+19,0
0xc29fa5627d48f7b36d92ed618695ca179b7d1205,6e+19,0
0x0911c47f3fea93b100467b09f70227f7e67c74ad,6e+19,0
0x6b7e729bce71847e2bec6d8386231c6157a42cdd,6e+19,0
0xb10d3d40a0d091001aaa3b07f95ebac626e5ce0e,6e+19,0
0x927a183e25ee2be3f49cfec23028130a4cb4b5a5,6e+19,0
0xea2d6a9293f78c083b161126e80b31c047de8e8f,6e+19,0
0x291c37cd813bb9e0c16c611429d673bb27a8c088,6e+19,0
0x0b36384662d62e08229977997f4d933a42bf5a29,6e+19,0
0x7ef2bd7e7144a9ca744ceb994bcc5e6ffd7741ac,6e+19,0
0x1dc2932cb7a988e89d6ab8f94899502a7ccec893,6e+19,0
0xa4000860662651c0a21ca3bed8f2b560079e26f2,6e+19,0
0x843b28c6e12565866e9dbaa548716f7d0ad1bf0b,6e+19,0
0xd507a426ed9b5ae24c61fd94fbfff2f638a64495,6e+19,0
0x78bc19eac675a2b4e2f3116aaecc5d7cf3c4cbe9,6e+19,0
0x229f547a4efa9f0e9f5e2c02be21a5e5612f509b,6e+19,0
0x752459d7477e0d3070d55717d9403bb61f046a54,6e+19,0
0x6a5459c87d2cb8dddb1f1211799f8be0fd5a023f,6e+19,0
0xc7909d9d3369b29d336638b71bfb47cfe3ca0151,6e+19,0
0x52f99cb56ef8d2ade44f4b1e60f9960ad2e037b9,6e+19,0
0xfa2eed58b44160aebe2d4dc140a80b44422444f5,6e+19,0
0xdb841f9c1d60b59090967cc427f5bb637033d748,6e+19,0
0x1e17e7190c9ec92be0f059f5a17af9529103b930,6e+19,0
0xaa1a2298fc989761e047d889e8abe41d3e9ef3aa,6e+19,0
0x0becb9a2f7d4c60f60730660b0a04564b1203345,6e+19,0
0x9066ec522189cd0125bceb5937ef2ae34ed016fd,6e+19,0
0xba69ecb5be496f185da48e46e87e431248ff63a2,6e+19,0
0xedb32de8fd91f0fa7136d3be9af5a92aa6df6d8b,6e+19,0
0xa6061bde4a63af26bb53e221b89d4458345f0021,6e+19,0
0x594df93fdb7281006bd236eeeedce94033da3237,6e+19,0
0xef4245ff8adbb2fbbbafeeefda5a4d227339be8e,6e+19,0
0x1cd2cc045012d3b4491dc8947e8f8054bb287034,6e+19,0
0x60052a8feb252bf260add86007d2e1c00701d2a0,6e+19,0
0x1e493d310e6bfd83760d61d9e3460f1aaf68e4fe,6e+19,0
0x553bcac7528d3a8462b785551cadfbbe04faae49,6e+19,0
0x0172e1adcb3aced504a5ac7e207d469e125c8f23,6e+19,0
0xc97da6e6e6d411ce696ca4992937895dfc1c23e4,6e+19,0
0xb7956f6809d2530bc4d61370caa9dc15023f2fe5,6e+19,0
0x340b51e8cc5ecabe2ec1e7a112e44b92bab7827a,6e+19,0
0xa5b4f2b6f01c001c8f10a9a2df393d0f6478ecd9,6e+19,0
0xa8151da4a73002452164b9da9693c6751456d779,6e+19,0
0xf95cb5bfa0a76f1bf48509343bcf7dd4ec29adfe,6e+19,0
0x9ee4817e28bc7e57845dc2a6008be7dea4f17605,6e+19,0
0xcc31853585559e79620b3d109dee8e75ab3ca757,6e+19,0
0xe26173b130b0b9ee332cdae5f79fda15fbd636bf,6e+19,0
0xa4902257b6cde6203967cd68a95a27fe7246d240,6e+19,0
0xa629fc6964a885ce9d35985add4e304ffa8704d0,6e+19,0
0x6d6261d5c2dbb9f7a04c3cb8050edc7cc522647b,6e+19,0
0xe47fb54c01154d1fc520c0b3d18ee1ed61c63ac2,6e+19,0
0x11b8bfe02370447325bffd03f85701bb92e679fa,6e+19,0
0x24240e83aa14ad14bf02cefac3b41139dda4a460,6e+19,0
0xf98b902f4f009cce8330f26e3f0d43540a547521,6e+19,0
0x8c3ded9d21e799d07c5a6088dbf28a679268457a,6e+19,0
0xb35071946f3d163397c09ea336885911d608c064,6e+19,0
0xc7d06e82e68c23273341a4d17c87c60e69196461,6e+19,0
0x5dfb25d0651fc4e4e5d12ea3dc013b61e2b61754,6e+19,0
0x1d07466c9460fce075db9d4489c2fdf007fd1112,6e+19,0
0x28524da3892831ed5d04cd98b8f67b356cf9df7c,6e+19,0
0x222403b0955ce5f33d5e0ee0646a7225f902deec,6e+19,0
0xf1cc9b2325aa68c0b8f6786b7839379aff06dfb1,6e+19,0
0xc7b4df95f42fef86ba437650715164e64eb0d3eb,6e+19,0
0x0c66b75347ac4eb9537178af50b015452738dd96,6e+19,0
0x2b984cd91c8ecfe6be3d95d7b5b0cee6d110b35f,6e+19,0
0x61990e0ead0e8ab493ec73026732a2df1cbdb23d,6e+19,0
0x06527d49f61636d0d7a156b79bf6805aafa8871c,6e+19,0
0xba7818bfaa9a24d3c3a5f19850e4dcaf9dcaf8bf,6e+19,0
0x9668aed607ad983a06ee50106de96c23aa0c30e7,6e+19,0
0x9535c3be14ef02756d16a25e43c1199d9037c66f,6e+19,0
0x7470aa8d224d01ea9245482f7fa540c07c391269,6e+19,0
0xd9af01f3ef986b3889049f3835a2809355352303,6e+19,0
0x6aa7cf5f49154064431a2bece2a72e589d537dc6,6e+19,0
0x1bbe5b18f98c65c81711d98bdf4c842eb50d4b83,6e+19,0
0x4eed241dcf9d689a45c0d938ee5622ae6e3fcd12,6e+19,0
0x6476b1c784430a0139fe99a26d87e0f7dd1a7249,6e+19,0
0x59415282816978a0037e6f8854db5f3b5559e0b6,6e+19,0
0xbd61976c8658113f0ebb8e389f00c3c9103452f5,6e+19,0
0x53e0fc15f3bd8942e716add09c4e1ad4659bf2c8,6e+19,0
0x41e38d80287fb3acd5ba986e03034b169d3e9033,6e+19,0
0x6779f7a58af0911087b6b82c59c8c81c70bdeb8f,6e+19,0
0xd58ccc248ffd59f2560db8c492dca2ccd10293c3,6e+19,0
0x99a97435e9acda4a28c83632ac2cfbbd84f8fa01,6e+19,0
0xf132096e3688863bcc44251e6aa92c7058caa941,6e+19,0
0xaded74d4bc77ef5e0c23f663359e4815029cf2e9,6e+19,0
0x365a01c1293079509ba1eafceb5adea1d9836ca7,6e+19,0
0x507189f9ea7900f27b31110356325fb93c099769,6e+19,0
0x1e9f3aa38a8fd7927504bd0c2fec7fddaf6004f8,6e+19,0
0x9edcff933f4f4a94ea780643387135439de19116,6e+19,0
0xced4b72ba6865f00a627a95713b82b29da752d61,6e+19,0
0xd3b50338720d274cc0ef205490888c2047c91741,6e+19,0
0x2cd5f5873408b3a47e9cd8a098a875acfa16c395,6e+19,0
0x4ededa0c5020b2cc807dd803a16891f076599579,6e+19,0
0x81ee31fb3ce78b26929d017a07a7a15d8e1a2f4f,6e+19,0
0x68d33916d223e6f871419ce11344a8aa60cda844,6e+19,0
0x69d32717ed1ca1f81b5d8a3ca6d3f972be91a580,6e+19,0
0x0880cf7e44891b7126b804c03ae68f185449c470,6e+19,0
0xe70568b5f6db3ab34697b0b70cbb763fd86920d3,6e+19,0
0xd485f4c35ecd48551b9d1875599f06c2419931cc,6e+19,0
0xca05ef6c78ee10303d202c0993e76c2439547b21,6e+19,0
0xafa507392652e201c4f4ab3c576d940645a0aba3,6e+19,0
